"","month","srv_addr","date_post","admin","chat","info","economy","plugin_count","rulesum"
"6929",16,"149.202.234.72",2016-02-02,10,2,13,7,41,33255
"6930",16,"37.10.101.55",2016-02-02,5,0,2,1,10,33255
"6931",16,"85.14.229.26",2016-02-02,3,0,5,7,20,33255
"6932",16,"37.59.151.101",2016-02-02,20,1,7,12,48,33255
"6933",16,"46.251.246.84",2016-02-02,3,1,1,4,13,33255
"6934",16,"46.228.200.206",2016-02-02,7,0,4,5,23,33255
"6935",16,"52.4.239.210",2016-02-02,10,2,4,8,24,33255
"6936",16,"85.131.150.54",2016-02-02,0,0,1,0,2,33255
"6937",16,"85.131.230.164",2016-02-02,10,0,3,5,23,33255
"6938",16,"193.111.138.214",2016-02-02,3,2,1,3,10,33255
"6939",16,"195.82.159.121",2016-02-02,3,0,0,0,3,33255
"6940",16,"92.241.103.63",2016-02-02,8,4,8,6,29,33255
"6941",16,"81.30.155.37",2016-02-02,5,0,1,7,13,33255
"6942",16,"85.14.230.27",2016-02-02,12,2,9,2,31,33255
"6943",16,"170.178.185.54",2016-02-02,4,0,1,4,10,33255
"6944",16,"208.115.247.184",2016-02-02,3,1,1,4,14,33255
"6945",16,"85.131.204.148",2016-02-02,3,0,1,0,11,33255
"6946",16,"85.131.249.181",2016-02-02,6,2,6,7,26,33255
"6947",16,"185.35.64.169",2016-02-02,7,1,4,3,17,33255
"6948",16,"85.131.238.9",2016-02-02,2,1,1,0,7,33255
"6949",16,"108.170.7.94",2016-02-02,7,0,4,1,17,33255
"6950",16,"31.214.131.182",2016-02-02,3,0,1,0,8,33255
"6951",16,"85.131.224.63",2016-02-02,1,0,1,4,6,33255
"6952",16,"5.62.102.75",2016-02-02,3,0,0,5,9,33255
"6953",16,"158.69.18.100",2016-02-02,6,2,1,7,21,33255
"6954",16,"85.190.144.107",2016-02-02,3,1,2,3,9,33255
"6955",16,"62.104.164.11",2016-02-02,1,1,1,0,3,33255
"6956",16,"93.186.205.67",2016-02-02,1,1,1,2,8,33255
"6957",16,"85.131.238.207",2016-02-02,4,0,2,4,12,33255
"6958",16,"85.190.146.45",2016-02-02,1,0,1,0,2,33255
"6959",16,"77.111.241.76",2016-02-02,5,1,2,4,12,33255
"6960",16,"85.131.167.249",2016-02-02,6,3,3,0,22,33255
"6961",16,"109.230.241.112",2016-02-02,2,4,4,2,10,33255
"6962",16,"51.254.156.107",2016-02-02,1,0,2,1,5,33255
"6963",16,"37.10.121.23",2016-02-02,2,0,2,0,5,33255
"6964",16,"217.198.141.132",2016-02-02,2,1,2,2,10,33255
"6965",16,"192.99.3.77",2016-02-02,19,8,11,16,75,33255
"6966",16,"192.95.46.2",2016-02-02,7,3,5,9,27,33255
"6967",16,"85.190.170.193",2016-02-02,4,0,2,5,15,33255
"6968",16,"128.65.223.53",2016-02-02,4,0,5,7,17,33255
"6969",16,"80.86.186.11",2016-02-02,0,1,3,0,4,33255
"6970",16,"85.190.144.173",2016-02-02,2,0,1,2,7,33255
"6971",16,"81.30.154.220",2016-02-02,2,0,1,0,4,33255
"6972",16,"94.23.212.229",2016-02-02,5,1,4,7,17,33255
"6973",16,"217.114.196.32",2016-02-02,16,8,10,7,49,33255
"6974",16,"85.190.137.163",2016-02-02,9,0,3,10,28,33255
"6975",16,"128.65.221.228",2016-02-02,1,1,1,2,6,33255
"6976",16,"85.114.155.40",2016-02-02,0,0,1,0,2,33255
"6977",16,"198.24.172.91",2016-02-02,4,0,5,4,28,33255
"6978",16,"194.97.164.201",2016-02-02,1,1,1,0,3,33255
"6979",16,"78.143.30.135",2016-02-02,8,6,6,5,32,33255
"6980",16,"85.131.149.109",2016-02-02,2,0,3,5,12,33255
"6981",16,"85.190.144.244",2016-02-02,16,1,9,8,51,33255
"6982",16,"195.82.159.50",2016-02-02,3,0,2,6,12,33255
"6983",16,"185.9.105.184",2016-02-02,2,2,5,5,18,33255
"6984",16,"31.214.236.156",2016-02-02,1,0,2,0,3,33255
"6985",16,"185.9.104.42",2016-02-02,1,1,1,1,6,33255
"6986",16,"162.248.92.27",2016-02-02,13,2,10,8,51,33255
"6987",16,"31.214.236.152",2016-02-02,5,1,2,3,16,33255
"6988",16,"85.131.213.71",2016-02-02,19,4,15,9,70,33255
"6989",16,"217.198.137.177",2016-02-02,2,0,0,0,3,33255
"6990",16,"91.176.150.211",2016-02-02,9,1,5,8,35,33255
"6991",16,"151.80.94.117",2016-02-02,4,0,1,4,10,33255
"6992",16,"5.62.120.8",2016-02-02,21,6,9,9,56,33255
"6993",16,"176.57.147.80",2016-02-02,0,0,1,0,2,33255
"6994",16,"185.9.105.213",2016-02-02,10,0,5,10,35,33255
"6995",16,"85.131.238.217",2016-02-02,2,0,8,5,17,33255
"6996",16,"78.143.36.24",2016-02-02,2,0,0,0,3,33255
"6997",16,"109.230.248.240",2016-02-02,0,2,1,0,2,33255
"6998",16,"134.255.252.218",2016-02-02,6,1,6,5,21,33255
"6999",16,"37.10.106.224",2016-02-02,8,3,4,5,34,33255
"7000",16,"198.100.156.110",2016-02-02,11,1,5,5,26,33255
"7001",16,"78.143.21.165",2016-02-02,1,0,1,0,3,33255
"7002",16,"31.214.165.153",2016-02-02,0,0,1,0,3,33255
"7003",16,"192.99.8.173",2016-02-02,22,5,13,13,85,33255
"7004",16,"5.230.139.25",2016-02-02,4,1,2,2,13,33255
"7005",16,"104.153.105.153",2016-02-02,6,2,3,5,16,33255
"7006",16,"64.74.111.60",2016-02-02,13,1,12,8,57,33255
"7007",16,"78.143.30.207",2016-02-02,1,0,0,3,4,33255
"7008",16,"74.91.113.54",2016-02-02,1,0,0,5,8,33255
"7009",16,"5.62.69.15",2016-02-02,2,1,1,2,9,33255
"7010",16,"31.214.225.163",2016-02-02,3,0,3,4,10,33255
"7011",16,"46.228.206.34",2016-02-02,2,0,1,0,6,33255
"7012",16,"188.212.100.47",2016-02-02,10,1,4,7,27,33255
"7013",16,"31.214.131.105",2016-02-02,3,1,3,0,10,33255
"7014",16,"46.228.195.247",2016-02-02,6,0,1,0,15,33255
"7015",16,"158.69.117.198",2016-02-02,19,3,10,13,54,33255
"7016",16,"83.251.45.177",2016-02-02,30,0,10,11,53,33255
"7017",16,"198.154.112.213",2016-02-02,9,2,5,3,33,33255
"7018",16,"65.60.22.133",2016-02-02,0,1,0,2,7,33255
"7019",16,"128.65.217.58",2016-02-02,1,1,1,3,10,33255
"7020",16,"5.62.124.113",2016-02-02,13,5,13,8,44,33255
"7021",16,"94.250.210.98",2016-02-02,6,0,4,8,19,33255
"7022",16,"192.198.205.187",2016-02-02,7,3,1,6,32,33255
"7023",16,"85.190.173.241",2016-02-02,0,0,1,0,4,33255
"7024",16,"5.62.99.141",2016-02-02,7,1,5,5,19,33255
"7025",16,"5.196.89.77",2016-02-02,7,3,2,6,22,33255
"7026",16,"198.143.173.242",2016-02-02,7,5,3,3,18,33255
"7027",16,"109.230.241.3",2016-02-02,2,1,0,3,7,33255
"7028",16,"85.95.252.107",2016-02-02,9,2,7,7,29,33255
"7029",16,"176.57.130.204",2016-02-02,2,1,2,4,10,33255
"7030",16,"37.10.104.203",2016-02-02,4,0,2,2,20,33255
"7031",16,"67.202.109.37",2016-02-02,4,1,1,4,14,33255
"7032",16,"31.214.131.165",2016-02-02,0,0,0,1,2,33255
"7033",16,"198.154.120.246",2016-02-02,2,1,2,3,9,33255
"7034",16,"158.69.122.115",2016-02-02,16,8,15,17,72,33255
"7035",16,"185.9.106.139",2016-02-02,19,3,9,5,46,33255
"7036",16,"174.138.166.101",2016-02-02,9,1,5,10,30,33255
"7037",16,"217.114.194.66",2016-02-02,6,5,10,6,21,33255
"7038",16,"37.187.88.31",2016-02-02,2,0,2,4,11,33255
"7039",16,"31.214.163.30",2016-02-02,4,0,1,2,11,33255
"7040",16,"37.187.75.196",2016-02-02,1,1,2,0,8,33255
"7041",16,"31.214.225.252",2016-02-02,2,0,1,2,7,33255
"7042",16,"37.10.123.14",2016-02-02,6,0,2,2,19,33255
"7043",16,"31.214.207.174",2016-02-02,17,1,5,9,44,33255
"7044",16,"209.126.105.59",2016-02-02,10,2,6,4,36,33255
"7045",16,"85.14.230.215",2016-02-02,1,0,0,1,5,33255
"7046",16,"217.198.140.29",2016-02-02,1,0,1,0,2,33255
"7047",16,"162.255.214.43",2016-02-02,14,5,9,12,50,33255
"7048",16,"5.62.67.30",2016-02-02,1,0,2,0,3,33255
"7049",16,"31.214.192.99",2016-02-02,1,0,1,1,3,33255
"7050",16,"98.167.144.80",2016-02-02,3,1,1,10,19,33255
"7051",16,"78.143.3.218",2016-02-02,3,0,1,2,6,33255
"7052",16,"5.62.108.152",2016-02-02,1,0,1,0,5,33255
"7053",16,"162.248.89.94",2016-02-02,6,0,3,8,15,33255
"7054",16,"5.62.67.89",2016-02-02,1,0,1,0,5,33255
"7055",16,"176.31.12.118",2016-02-02,15,12,12,14,64,33255
"7056",16,"109.230.248.61",2016-02-02,0,0,2,3,6,33255
"7057",16,"38.130.218.77",2016-02-02,5,0,3,7,17,33255
"7058",16,"46.228.198.18",2016-02-02,1,0,0,3,4,33255
"7059",16,"5.62.98.35",2016-02-02,0,0,1,0,2,33255
"7060",16,"85.190.172.147",2016-02-02,1,0,1,1,6,33255
"7061",16,"46.228.200.72",2016-02-02,8,1,9,1,32,33255
"7062",16,"4.30.111.178",2016-02-02,4,1,8,10,26,33255
"7063",16,"94.250.206.128",2016-02-02,2,0,3,0,6,33255
"7064",16,"85.14.226.150",2016-02-02,3,3,3,0,16,33255
"7065",16,"46.251.240.243",2016-02-02,3,0,2,0,6,33255
"7066",16,"31.214.226.151",2016-02-02,3,1,2,4,12,33255
"7067",16,"73.228.110.80",2016-02-02,17,4,12,4,47,33255
"7068",16,"37.10.106.87",2016-02-02,0,0,1,0,3,33255
"7069",16,"85.190.164.237",2016-02-02,13,3,8,12,42,33255
"7070",16,"31.214.164.152",2016-02-02,6,1,3,3,15,33255
"7071",16,"78.143.18.90",2016-02-02,13,8,6,5,41,33255
"7072",16,"151.80.230.13",2016-02-02,19,2,7,10,51,33255
"7073",16,"104.243.36.164",2016-02-02,5,0,5,9,25,33255
"7074",16,"93.114.82.135",2016-02-02,13,2,7,9,34,33255
"7075",16,"217.198.140.59",2016-02-02,4,1,3,1,11,33255
"7076",16,"31.214.221.129",2016-02-02,16,9,9,9,54,33255
"7077",16,"109.230.248.228",2016-02-02,1,0,1,0,2,33255
"7078",16,"85.131.206.9",2016-02-02,8,0,4,6,21,33255
"7079",16,"94.209.30.226",2016-02-02,5,0,3,7,27,33255
"7080",16,"85.190.172.205",2016-02-02,0,0,2,0,4,33255
"7081",16,"192.99.223.93",2016-02-02,11,6,18,7,46,33255
"7082",16,"85.14.226.204",2016-02-02,4,0,1,4,12,33255
"7083",16,"148.251.191.70",2016-02-02,13,1,7,9,34,33255
"7084",16,"188.68.249.49",2016-02-02,7,0,2,5,17,33255
"7085",16,"85.190.170.169",2016-02-02,0,0,2,0,2,33255
"7086",16,"85.131.226.122",2016-02-02,5,1,3,3,17,33255
"7087",16,"69.25.207.168",2016-02-02,1,0,0,4,5,33255
"7088",16,"194.8.253.182",2016-02-02,5,3,2,5,14,33255
"7089",16,"37.59.200.78",2016-02-02,13,1,3,10,35,33255
"7090",16,"192.223.27.248",2016-02-02,1,1,0,3,5,33255
"7091",16,"85.114.151.174",2016-02-02,2,1,3,0,11,33255
"7092",16,"64.38.250.36",2016-02-02,18,11,5,13,69,33255
"7093",16,"37.10.101.185",2016-02-02,0,0,1,0,2,33255
"7094",16,"104.254.236.35",2016-02-02,4,1,1,2,7,33255
"7095",16,"5.62.125.246",2016-02-02,2,0,1,2,7,33255
"7096",16,"185.9.107.174",2016-02-02,2,2,2,0,6,33255
"7097",16,"31.214.130.128",2016-02-02,0,0,1,0,2,33255
"7098",16,"94.23.222.145",2016-02-02,14,4,6,8,34,33255
"7099",16,"23.81.44.120",2016-02-02,4,0,1,4,10,33255
"7100",16,"37.59.200.84",2016-02-02,1,0,2,4,10,33255
"7101",16,"78.143.36.181",2016-02-02,6,1,4,6,18,33255
"7102",16,"85.190.147.170",2016-02-02,0,0,1,0,2,33255
"7103",16,"85.131.153.20",2016-02-02,1,0,2,2,6,33255
"7104",16,"46.228.198.82",2016-02-02,2,1,1,0,4,33255
"7105",16,"195.4.107.144",2016-02-02,2,1,1,0,5,33255
"7106",16,"5.62.116.140",2016-02-02,3,1,1,1,6,33255
"7107",16,"85.190.147.20",2016-02-02,2,1,1,0,4,33255
"7108",16,"31.214.196.119",2016-02-02,4,1,4,5,20,33255
"7109",16,"176.57.175.158",2016-02-02,1,0,1,4,8,33255
"7110",16,"85.190.144.45",2016-02-02,2,0,1,7,14,33255
"7111",16,"85.95.252.198",2016-02-02,18,3,6,16,53,33255
"7112",16,"46.251.241.188",2016-02-02,1,0,0,0,4,33255
"7113",16,"85.190.140.129",2016-02-02,20,8,11,12,68,33255
"7114",16,"208.115.247.185",2016-02-02,7,2,1,6,19,33255
"7115",16,"31.214.143.90",2016-02-02,16,1,3,8,38,33255
"7116",16,"31.214.210.90",2016-02-02,1,0,0,4,5,33255
"7117",16,"31.214.135.172",2016-02-02,5,3,5,5,16,33255
"7118",16,"173.236.54.100",2016-02-02,1,0,1,6,9,33255
"7119",16,"185.9.107.30",2016-02-02,8,0,4,6,22,33255
"7120",16,"192.99.125.65",2016-02-02,11,2,7,5,25,33255
"7121",16,"31.214.217.19",2016-02-02,3,1,2,2,12,33255
"7122",16,"104.153.104.169",2016-02-02,2,0,0,4,7,33255
"7123",16,"5.196.97.95",2016-02-02,10,2,12,9,46,33255
"7124",16,"85.131.184.202",2016-02-02,3,2,3,0,10,33255
"7125",16,"109.230.248.110",2016-02-02,1,0,0,0,3,33255
"7126",16,"85.190.147.35",2016-02-02,2,0,3,0,8,33255
"7127",16,"85.14.239.181",2016-02-02,2,0,0,1,6,33255
"7128",16,"85.131.149.47",2016-02-02,1,0,1,6,10,33255
"7129",16,"85.190.175.213",2016-02-02,5,0,1,5,16,33255
"7130",16,"85.131.182.141",2016-02-02,1,0,1,0,2,33255
"7131",16,"85.190.166.16",2016-02-02,11,0,10,9,33,33255
"7132",16,"192.99.9.165",2016-02-02,5,2,4,7,23,33255
"7133",16,"37.187.150.105",2016-02-02,15,3,4,8,38,33255
"7134",16,"185.25.205.129",2016-02-02,16,5,5,14,55,33255
"7135",16,"67.202.109.107",2016-02-02,17,0,9,9,48,33255
"7136",16,"78.143.21.214",2016-02-02,2,0,1,0,6,33255
"7137",16,"85.131.221.172",2016-02-02,4,2,2,0,8,33255
"7138",16,"108.170.56.99",2016-02-02,0,0,2,1,4,33255
"7139",16,"176.57.175.79",2016-02-02,5,3,4,7,26,33255
"7140",16,"78.143.16.98",2016-02-02,2,1,3,1,8,33255
"7141",16,"5.62.69.183",2016-02-02,7,0,2,5,18,33255
"7142",16,"78.143.1.161",2016-02-02,1,0,1,0,4,33255
"7143",16,"31.214.163.152",2016-02-02,1,0,1,2,5,33255
"7144",16,"198.154.117.55",2016-02-02,7,1,2,1,18,33255
"7145",16,"85.14.224.70",2016-02-02,4,0,1,2,7,33255
"7146",16,"5.104.104.204",2016-02-02,9,1,3,0,18,33255
"7147",16,"85.131.229.85",2016-02-02,16,1,9,7,42,33255
"7148",16,"46.105.133.11",2016-02-02,0,0,2,3,6,33255
"7149",16,"192.99.170.162",2016-02-02,1,0,0,1,3,33255
"7150",16,"85.114.157.75",2016-02-02,4,0,2,5,13,33255
"7151",16,"209.105.238.40",2016-02-02,7,1,8,5,35,33255
"7152",16,"85.131.227.213",2016-02-02,1,0,1,0,2,33255
"7153",16,"149.202.158.90",2016-02-02,6,1,3,5,15,33255
"7154",16,"85.131.185.123",2016-02-02,2,0,1,2,7,33255
"7155",16,"85.190.130.128",2016-02-02,9,1,3,0,16,33255
"7156",16,"85.190.173.42",2016-02-02,6,0,2,0,11,33255
"7157",16,"5.62.105.178",2016-02-02,0,0,2,0,2,33255
"7158",16,"78.143.11.197",2016-02-02,1,0,1,4,6,33255
"7159",16,"85.131.240.136",2016-02-02,8,4,5,7,42,33255
"7160",16,"176.57.130.97",2016-02-02,5,0,7,7,25,33255
"7161",16,"62.141.42.95",2016-02-02,5,0,4,4,14,33255
"7162",16,"217.114.195.53",2016-02-02,1,1,2,0,6,33255
"7163",16,"158.69.42.66",2016-02-02,6,0,3,8,18,33255
"7164",16,"128.65.218.109",2016-02-02,1,0,2,0,5,33255
"7165",16,"93.186.204.14",2016-02-02,4,1,3,3,14,33255
"7166",16,"31.214.233.108",2016-02-02,5,1,2,0,12,33255
"7167",16,"85.190.167.144",2016-02-02,10,1,4,6,29,33255
"7168",16,"93.186.205.93",2016-02-02,4,0,1,6,14,33255
"7169",16,"78.143.1.35",2016-02-02,3,0,1,3,14,33255
"7170",16,"31.214.238.158",2016-02-02,5,1,2,6,17,33255
"7171",16,"37.59.55.161",2016-02-02,14,0,4,5,38,33255
"7172",16,"85.131.148.22",2016-02-02,2,0,1,4,7,33255
"7173",16,"116.6.67.89",2016-02-02,9,1,9,8,36,33255
"7174",16,"195.82.159.109",2016-02-02,0,0,1,1,2,33255
"7175",16,"5.62.98.27",2016-02-02,1,0,1,3,6,33255
"7176",16,"168.235.82.180",2016-02-02,5,1,7,6,25,33255
"7177",16,"31.214.166.232",2016-02-02,1,0,1,0,6,33255
"7178",16,"85.131.148.221",2016-02-02,1,1,2,1,8,33255
"7179",16,"85.131.248.241",2016-02-02,0,0,3,0,8,33255
"7180",16,"198.20.126.101",2016-02-02,13,0,4,9,27,33255
"7181",16,"188.165.120.188",2016-02-02,16,4,8,10,52,33255
"7182",16,"92.255.248.40",2016-02-02,4,0,1,1,7,33255
"7183",16,"93.186.206.153",2016-02-02,4,0,4,2,17,33255
"7184",16,"108.60.205.124",2016-02-02,14,2,10,13,69,33255
"7185",16,"31.214.218.244",2016-02-02,7,6,5,6,21,33255
"7186",16,"91.121.183.91",2016-02-02,8,1,3,7,30,33255
"7187",16,"5.62.65.22",2016-02-02,6,0,4,8,25,33255
"7188",16,"188.165.122.145",2016-02-02,1,0,3,0,5,33255
"7189",16,"192.223.24.196",2016-02-02,7,0,5,10,25,33255
"7190",16,"5.196.176.29",2016-02-02,15,1,5,6,39,33255
"7191",16,"206.192.243.169",2016-02-02,2,0,2,0,7,33255
"7192",16,"93.186.204.22",2016-02-02,3,0,1,0,7,33255
"7193",16,"172.245.181.112",2016-02-02,3,0,2,3,9,33255
"7194",16,"37.157.252.132",2016-02-02,10,1,5,16,35,33255
"7195",16,"31.214.238.223",2016-02-02,4,3,1,0,11,33255
"7196",16,"198.143.142.6",2016-02-02,10,1,4,6,29,33255
"7197",16,"85.131.185.36",2016-02-02,5,0,2,4,12,33255
"7198",16,"80.86.171.5",2016-02-02,5,0,1,1,16,33255
"7199",16,"85.14.231.33",2016-02-02,2,0,1,0,3,33255
"7200",16,"85.190.139.209",2016-02-02,1,0,1,0,4,33255
"7201",16,"212.227.91.191",2016-02-02,4,0,1,2,8,33255
"7202",16,"185.52.53.92",2016-02-02,4,1,7,8,28,33255
"7203",16,"85.131.159.3",2016-02-02,7,1,3,6,22,33255
"7204",16,"37.10.101.111",2016-02-02,4,1,1,2,11,33255
"7205",16,"149.202.4.109",2016-02-02,3,0,1,0,3,33255
"7206",16,"5.62.70.248",2016-02-02,2,0,1,3,8,33255
"7207",16,"31.214.164.52",2016-02-02,6,1,4,4,20,33255
"7208",16,"108.163.214.230",2016-02-02,4,5,2,4,14,33255
"7209",16,"85.14.201.122",2016-02-02,10,3,3,9,36,33255
"7210",16,"89.163.144.220",2016-02-02,17,0,7,8,51,33255
"7211",16,"85.25.26.44",2016-02-02,2,1,1,4,9,33255
"7212",16,"74.91.126.225",2016-02-02,4,3,1,0,7,33255
"7213",16,"5.62.96.5",2016-02-02,8,0,1,6,19,33255
"7214",16,"93.123.18.28",2016-02-02,19,3,5,9,41,33255
"7215",16,"31.214.167.225",2016-02-02,1,1,2,1,6,33255
"7216",16,"85.131.223.89",2016-02-02,2,2,1,0,9,33255
"7217",16,"195.82.159.248",2016-02-02,1,0,2,4,8,33255
"7218",16,"37.59.13.87",2016-02-02,13,3,13,9,65,33255
"7219",16,"176.57.147.210",2016-02-02,1,0,1,2,5,33255
"7220",16,"85.131.153.199",2016-02-02,2,0,3,0,9,33255
"7221",16,"31.214.208.36",2016-02-02,4,0,2,7,17,33255
"7222",16,"46.228.201.231",2016-02-02,11,0,6,10,33,33255
"7223",16,"85.131.224.102",2016-02-02,5,0,1,3,11,33255
"7224",16,"31.214.234.133",2016-02-02,12,2,5,2,26,33255
"7225",16,"31.214.208.47",2016-02-02,2,0,1,2,7,33255
"7226",16,"162.244.165.121",2016-02-02,9,5,10,5,42,33255
"7227",16,"217.79.188.210",2016-02-02,3,0,2,5,14,33255
"7228",16,"85.14.229.174",2016-02-02,1,0,1,6,10,33255
"7229",16,"185.56.137.164",2016-02-02,8,0,2,3,19,33255
"7230",16,"134.255.212.104",2016-02-02,0,0,1,0,2,33255
"7231",16,"128.65.217.122",2016-02-02,3,1,1,4,14,33255
"7232",16,"37.10.96.251",2016-02-02,4,0,2,0,2,33255
"7233",16,"37.59.137.200",2016-02-02,9,1,4,5,24,33255
"7234",16,"176.57.147.76",2016-02-02,7,3,4,6,24,33255
"7235",16,"217.198.132.73",2016-02-02,16,3,10,6,54,33255
"7236",16,"46.105.208.241",2016-02-02,13,1,3,9,33,33255
"7237",16,"5.62.106.37",2016-02-02,2,0,1,5,8,33255
"7238",16,"198.24.176.199",2016-02-02,1,0,0,3,6,33255
"7239",16,"31.214.234.215",2016-02-02,0,0,1,1,2,33255
"7240",16,"217.198.139.246",2016-02-02,0,1,2,0,6,33255
"7241",16,"85.131.224.134",2016-02-02,2,0,2,0,10,33255
"7242",16,"85.131.157.176",2016-02-02,0,0,1,0,2,33255
"7243",16,"85.190.165.95",2016-02-02,1,0,1,2,4,33255
"7244",16,"158.69.23.213",2016-02-02,4,1,4,11,19,33255
"7245",16,"46.105.208.75",2016-02-02,1,0,1,1,4,33255
"7246",16,"5.158.156.45",2016-02-02,7,0,3,1,17,33255
"7247",16,"31.214.234.34",2016-02-02,1,0,0,0,2,33255
"7248",16,"85.14.229.226",2016-02-02,5,2,5,6,25,33255
"7249",16,"46.228.202.114",2016-02-02,12,6,10,7,56,33255
"7250",16,"69.175.52.240",2016-02-02,7,1,5,14,34,33255
"7251",16,"85.190.129.218",2016-02-02,1,0,1,1,3,33255
"7252",16,"192.99.8.35",2016-02-02,16,1,10,11,63,33255
"7253",16,"192.99.14.190",2016-02-02,4,2,2,6,17,33255
"7254",16,"85.190.145.143",2016-02-02,3,1,2,6,12,33255
"7255",16,"ts.icarey.net",2016-02-02,2,1,3,2,10,33255
"7256",16,"85.131.231.174",2016-02-02,4,0,2,8,15,33255
"7257",16,"5.101.162.246",2016-02-02,1,1,1,1,5,33255
"7258",16,"24.126.11.9",2016-02-02,4,0,1,3,10,33255
"7259",16,"193.111.142.193",2016-02-02,6,0,1,0,5,33255
"7260",16,"193.111.142.184",2016-02-02,6,0,1,6,16,33255
"7261",16,"217.114.195.16",2016-02-02,1,0,1,1,4,33255
"7262",16,"158.69.120.154",2016-02-02,20,3,10,10,44,33255
"7263",16,"198.12.65.60",2016-02-02,20,3,8,7,36,33255
"7264",16,"5.62.112.106",2016-02-02,0,0,1,0,3,33255
"7265",16,"85.14.239.37",2016-02-02,1,1,1,0,9,33255
"7266",16,"37.157.251.137",2016-02-02,7,2,5,3,25,33255
"7267",16,"87.98.161.31",2016-02-02,9,1,3,5,21,33255
"7268",16,"173.79.218.159",2016-02-02,14,6,9,8,38,33255
"7269",16,"23.235.248.9",2016-02-02,12,2,6,6,30,33255
"7270",16,"23.235.233.127",2016-02-02,3,1,1,2,7,33255
"7271",16,"5.101.160.211",2016-02-02,0,1,1,0,3,33255
"7272",16,"198.143.128.103",2016-02-02,8,0,13,6,32,33255
"7273",16,"158.69.41.89",2016-02-02,13,2,7,15,43,33255
"7274",16,"104.218.97.7",2016-02-02,1,1,2,2,6,33255
"7275",16,"31.214.198.115",2016-02-02,7,2,4,6,21,33255
"7276",16,"84.200.10.47",2016-02-02,11,1,2,1,19,33255
"7277",16,"46.228.194.180",2016-02-02,1,0,1,0,2,33255
"7278",16,"185.9.104.135",2016-02-02,1,0,2,0,4,33255
"7279",16,"134.255.213.114",2016-02-02,2,0,1,0,7,33255
"7280",16,"198.23.148.188",2016-02-02,9,3,7,4,23,33255
"7281",16,"46.228.194.203",2016-02-02,9,1,6,2,24,33255
"7282",16,"134.255.208.198",2016-02-02,6,0,3,11,28,33255
"7283",16,"37.59.178.27",2016-02-02,4,0,3,7,19,33255
"7284",16,"46.228.194.221",2016-02-02,2,0,1,0,4,33255
"7285",16,"64.38.249.130",2016-02-02,5,3,3,3,18,33255
"7286",16,"78.143.3.180",2016-02-02,2,1,2,3,7,33255
"7287",16,"85.131.240.173",2016-02-02,0,0,1,1,2,33255
"7288",16,"37.10.120.33",2016-02-02,5,4,3,1,18,33255
"7289",16,"46.251.245.111",2016-02-02,6,0,1,1,4,33255
"7290",16,"91.121.154.166",2016-02-02,10,0,3,3,39,33255
"7291",16,"167.114.107.184",2016-02-02,3,0,4,6,16,33255
"7292",16,"188.165.65.91",2016-02-02,9,3,4,6,31,33255
"7293",16,"134.255.208.59",2016-02-02,4,0,1,2,14,33255
"7294",16,"209.135.157.129",2016-02-02,3,0,2,4,11,33255
"7295",16,"98.238.227.247",2016-02-02,12,3,7,6,33,33255
"7296",16,"134.255.208.61",2016-02-02,6,1,2,3,16,33255
"7297",16,"198.143.140.169",2016-02-02,4,3,3,2,12,33255
"7298",16,"217.198.133.77",2016-02-02,5,0,1,3,11,33255
"7299",16,"37.10.102.253",2016-02-02,5,0,2,2,15,33255
"7300",16,"85.190.161.64",2016-02-02,0,0,1,0,3,33255
"7301",16,"37.205.9.208",2016-02-02,9,1,4,4,21,33255
"7302",16,"54.77.225.7",2016-02-02,1,0,1,0,4,33255
"7303",16,"31.214.238.183",2016-02-02,9,1,7,11,37,33255
"7304",16,"46.251.245.129",2016-02-02,2,0,2,0,4,33255
"7305",16,"128.65.221.11",2016-02-02,1,0,1,4,6,33255
"7306",16,"98.245.171.87",2016-02-02,6,1,5,7,21,33255
"7307",16,"162.248.92.14",2016-02-02,3,1,1,0,5,33255
"7308",16,"78.143.15.225",2016-02-02,8,0,9,7,22,33255
"7309",16,"85.131.150.64",2016-02-02,4,1,5,4,20,33255
"7310",16,"216.197.139.134",2016-02-02,3,2,2,7,22,33255
"7311",16,"5.62.68.131",2016-02-02,1,0,2,0,4,33255
"7312",16,"78.143.35.73",2016-02-02,3,0,0,0,3,33255
"7313",16,"128.65.221.145",2016-02-02,1,1,2,0,7,33255
"7314",16,"84.92.89.246",2016-02-02,5,2,2,1,14,33255
"7315",16,"64.38.249.34",2016-02-02,0,0,1,1,4,33255
"7316",16,"31.214.236.163",2016-02-02,1,1,4,0,7,33255
"7317",16,"85.190.139.190",2016-02-02,5,0,1,1,10,33255
"7318",16,"85.131.150.91",2016-02-02,1,0,1,2,4,33255
"7319",16,"5.101.167.174",2016-02-02,2,0,1,0,4,33255
"7320",16,"5.62.100.174",2016-02-02,6,3,2,4,20,33255
"7321",16,"94.250.217.45",2016-02-02,3,0,1,6,12,33255
"7322",16,"85.131.228.204",2016-02-02,1,0,1,0,3,33255
"7323",16,"158.69.18.120",2016-02-02,1,0,2,0,8,33255
"7324",16,"99.2.213.252",2016-02-02,5,1,3,7,21,33255
"7325",16,"198.143.142.92",2016-02-02,5,3,5,1,24,33255
"7326",16,"31.214.203.70",2016-02-02,3,3,2,6,16,33255
